MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,781,Tools,Power Tools,Impact Drivers,1516581,PT-1247,PT-1247 20V CORDLESS IMPACT DRIVER KIT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,DEWALT,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT-1247,,Tools & Power Tools & Impact Drivers,"UNRESOLVED — needs manual review, Impact Drivers, PT-1247",IMPACT DRIVERS PT-1247 20 V VOLTAGE CORD,"UNRESOLVED — needs manual review PT-1247 Impact Drivers, 20","UNRESOLVED — needs manual review Impact Drivers, PT-1247, 20 V Voltage, Cordless, Impact Driver Kit",Impact Drivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Impact Drivers,Voltage,20,V,Power Source,Cordless,,Tool Type,Impact Driver Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,782,Janitorial,Floor Care,Mops,1516582,JN-1665,"JN-1665 24"" MICROFIBER FLAT MOP",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Rubbermaid Comm,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,JN-1665,,Janitorial & Floor Care & Mops,"UNRESOLVED — needs manual review, Mops, JN-166524",MOPS JN-1665 24 IN SIZE MICROFIBER MOP M,"UNRESOLVED — needs manual review JN-1665 Mops, 24","UNRESOLVED — needs manual review Mops, JN-1665, 24 in Size, Microfiber, Flat Mop","Mops, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,Mops,Size,24,in,Mop Material,Microfiber,,Mop Type,Flat Mop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,783,Tools,Hand Tools,Wrenches,1516583,HT-1148,HT-1148 12-IN ADJUSTABLE WRENCH CHROME VANADIUM,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Klein Tools,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HT-1148,,Tools & Hand Tools & Wrenches,"UNRESOLVED — needs manual review, Wrenches, HT-114812",WRENCHES HT-1148 CHROME COLOR 12 IN SIZE,"UNRESOLVED — needs manual review HT-1148 Wrenches, Chrome Vanadium, Chrome, 12","UNRESOLVED — needs manual review Wrenches, HT-1148, Chrome, 12 in Size, Adjustable Wrench, Chrome Vanadium","Wrenches, Chrome Vanadium, Chrome, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,Wrenches,Color,Chrome,,Size,12,in,Tool Type,Adjustable Wrench,,Material,Chrome Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,784,HVAC,Air Filtration,Air Filters,1516584,HV-1664,HV-1664 25X25X1 MERV11 PLEATED FILTR,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell Inc,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1664,,HVAC & Air Filtration & Air Filters,"UNRESOLVED — needs manual review, Air Filters, HV-166425",AIR FILTERS HV-1664 25 SIZE 25X25X1 IN D,"UNRESOLVED — needs manual review HV-1664 Air Filters, 25","UNRESOLVED — needs manual review Air Filters, HV-1664, 25, 25X25X1 in Dimensions, 11, Pleated","Air Filters, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,Air Filters,Size,25,,Dimensions,25X25X1,in,MERV Rating,11,,Filter Type,Pleated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,785,Appliances,Large Appliances,Refrigerators,1516585,RF-1492,RF-1492 SIDE BY SIDE REFRIGERATOR 28 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whirlpool Corporation,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1492,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1492",REFRIGERATORS RF-1492 SIDE BY SIDE REFRI,UNRESOLVED — needs manual review RF-1492 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1492, Side by Side, 28 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Refrigerator Type,Side by Side,,Capacity,28,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,786,Tools,Power Tools,Grinders,1516586,TOOL2-1214,TOOL2-1214 M12 ANGLE GRINDER KIT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Tool,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,TOOL2-1214,,Tools & Power Tools & Grinders,"UNRESOLVED — needs manual review, Grinders, TOOL2-1214",GRINDERS TOOL2-1214 M12 PLATFORM ANGLE G,UNRESOLVED — needs manual review TOOL2-1214 Grinders,"UNRESOLVED — needs manual review Grinders, TOOL2-1214, M12, Angle Grinder Kit",Grinders,,,,,,,,,,,,,,,,,,,,,,,,,,,Grinders,Platform,M12,,Tool Type,Angle Grinder Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,787,Plumbing,Fittings & Valves,Ball Valves,1516587,VLV-1027,"VLV-1027 1/2"" BALL VLV BRZ THD",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Eaton Corp,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,VLV-1027,,Plumbing & Fittings & Valves & Ball Valves,"UNRESOLVED — needs manual review, Ball Valves, VLV-10271/2",BALL VALVES VLV-1027 1/2 IN SIZE BALL VA,"UNRESOLVED — needs manual review VLV-1027 Ball Valves, Bronze, 1/2","UNRESOLVED — needs manual review Ball Valves, VLV-1027, 1/2 in Size, Ball Valve, Bronze, Threaded","Ball Valves, Bronze, 1/2",,,,,,,,,,,,,,,,,,,,,,,,,,,Ball Valves,Size,1/2,in,Valve Type,Ball Valve,,Material,Bronze,,Connection Type,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,788,Automotive,Batteries & Accessories,Automotive Batteries,1516588,AU-1192,AU-1192 12V AGM BATTERY GRP 24 685CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate Battery Sys,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1192,,Automotive & Batteries & Accessories & Automotive Batteries,"UNRESOLVED — needs manual review, Automotive Batteries, AU-1192",AUTOMOTIVE BATT AU-1192 12 V VOLTAGE AGM,"UNRESOLVED — needs manual review AU-1192 Automotive Batteries, 12","UNRESOLVED — needs manual review Automotive Batteries, AU-1192, 12 V Voltage, AGM, 24, 685 CCA Cold Cranking Amps",Automotive Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive Batteries,Voltage,12,V,Battery Type,AGM,,Group Size,24,,Cold Cranking Amps,685,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,789,Appliances,Large Appliances,Refrigerators,1516589,RF-1712,RF-1712 SIDE BY SIDE REFRIGERATOR 19 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whirlpool Corporation,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1712,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1712",REFRIGERATORS RF-1712 SIDE BY SIDE CONFI,UNRESOLVED — needs manual review RF-1712 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1712, Side by Side, 19 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,Side by Side,,Capacity,19,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,790,Appliances,Large Appliances,Refrigerators,1516590,RF-1859,RF-1859 TOP FREEZER REFRIGERATOR 21 CU FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,GE Appliances,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,RF-1859,,Appliances & Large Appliances & Refrigerators,"UNRESOLVED — needs manual review, Refrigerators, RF-1859",REFRIGERATORS RF-1859 TOP FREEZER CONFIG,UNRESOLVED — needs manual review RF-1859 Refrigerators,"UNRESOLVED — needs manual review Refrigerators, RF-1859, Top Freezer, 21 cu ft Capacity",Refrigerators,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrigerators,Configuration,Top Freezer,,Capacity,21,cu ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,791,HVAC,Thermostats,Digital Thermostats,1516591,HV-1114,HV-1114 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell Inc,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1114,,HVAC & Thermostats & Digital Thermostats,"UNRESOLVED — needs manual review, Digital Thermostats, HV-1114",DIGITAL THERMOS HV-1114 PROGRAMMABLE PRO,UNRESOLVED — needs manual review HV-1114 Digital Thermostats,"UNRESOLVED — needs manual review Digital Thermostats, HV-1114, Programmable, 5-2 Day, Digital",Digital Thermostats,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Thermostats,Programming Type,Programmable,,Schedule,5-2 Day,,Display Type,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,792,Electrical,Wire & Cable,NM-B Cable,1516592,EL-1195,EL-1195 12/2 NM-B ROMEX 250 FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,EL-1195,,Electrical & Wire & Cable & NM-B Cable,"UNRESOLVED — needs manual review, NM-B Cable, EL-1195",NM-B CABLE EL-1195 250 FT LENGTH 250 BEA,UNRESOLVED — needs manual review EL-1195 NM-B Cable,"UNRESOLVED — needs manual review NM-B Cable, EL-1195, 250 ft Length, 250, 12/2, NM-B",NM-B Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,NM-B Cable,Length,250,ft,Beam Distance,250,,Wire Gauge,12/2,,Cable Type,NM-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,793,Electrical,Wire & Cable,NM-B Cable,1516593,EL-1014,EL-1014 12/2 NM-B ROMEX 250FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire Company,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,EL-1014,,Electrical & Wire & Cable & NM-B Cable,"UNRESOLVED — needs manual review, NM-B Cable, EL-1014",NM-B CABLE EL-1014 250 FT LENGTH 250 BEA,UNRESOLVED — needs manual review EL-1014 NM-B Cable,"UNRESOLVED — needs manual review NM-B Cable, EL-1014, 250 ft Length, 250, 12/2, NM-B",NM-B Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,NM-B Cable,Length,250,ft,Beam Distance,250,,Wire Gauge,12/2,,Cable Type,NM-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,794,Lighting,Commercial Lighting,LED Flat Panels,1516594,LB-1138,LB-1138 LED FLAT PANEL 2X4 50W 4000K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Signify NA,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,LB-1138,,Lighting & Commercial Lighting & LED Flat Panels,"UNRESOLVED — needs manual review, LED Flat Panels, LB-1138",LED FLAT PANELS LB-1138 50 W WATTAGE 400,"UNRESOLVED — needs manual review LB-1138 LED Flat Panels, 50","UNRESOLVED — needs manual review LED Flat Panels, LB-1138, 50 W Wattage, 4000 K Color Temperature, LED Flat Panel, 2X4 ft Dimensions",LED Flat Panels,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Flat Panels,Wattage,50,W,Color Temperature,4000,K,Fixture Type,LED Flat Panel,,Dimensions,2X4,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,795,Tools,Power Tools,Impact Drivers,1516595,PT-1128,PT-1128 20V MAX CORDLESS IMPACT DRIVER KIT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,DEWALT Industrial,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT-1128,,Tools & Power Tools & Impact Drivers,"UNRESOLVED — needs manual review, Impact Drivers, PT-1128",IMPACT DRIVERS PT-1128 20 V VOLTAGE MAX,"UNRESOLVED — needs manual review PT-1128 Impact Drivers, 20","UNRESOLVED — needs manual review Impact Drivers, PT-1128, 20 V Voltage, MAX, Yes, Impact Driver Kit",Impact Drivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Impact Drivers,Voltage,20,V,Battery Platform,MAX,,Cordless,Yes,,Tool Type,Impact Driver Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,796,Appliances,Large Appliances,Dishwashers,1516596,DW-1089,DW-1089 FRONT CONTROL DISHWASHER 38 dBA BLACK STAINLESS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Frigidaire,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1089,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1089, Built-in Mounting",DISHWASHER BLTLN SST SST 120V 15A 38DBA,"UNRESOLVED — needs manual review® DW-1089 Dishwasher, Built-in Mounting, Stainless Steel, Black Stainless","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 38 dBA Sound Level, Stainless Steel, Black Stainless, Additional Information: Front control dishwasher with 38 dBA quiet operation in Black Stainless finish","Dishwasher, Built-in Mounting, Stainless Steel, Black Stainless",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,38,dBA,Material,Stainless Steel,,Color,Black Stainless,,Additional Information,Front control dishwasher with 38 dBA quiet operation in Black Stainless finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,797,HVAC,Thermostats,Digital Thermostats,1516597,HV-1309,HV-1309 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Honeywell International,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,HV-1309,,HVAC & Thermostats & Digital Thermostats,"UNRESOLVED — needs manual review, Digital Thermostats, HV-1309",DIGITAL THERMOS HV-1309 PROGRAMMABLE PRO,UNRESOLVED — needs manual review HV-1309 Digital Thermostats,"UNRESOLVED — needs manual review Digital Thermostats, HV-1309, Programmable, 7-Day, Digital",Digital Thermostats,,,,,,,,,,,,,,,,,,,,,,,,,,,Digital Thermostats,Programming Type,Programmable,,Schedule,7-Day,,Display Type,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,798,Electrical,Networking & Data,Patch Cables,1516598,CBL-1894,CBL-1894 CAT6 PATCH CABLE 100FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Belden,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,CBL-1894,,Electrical & Networking & Data & Patch Cables,"UNRESOLVED — needs manual review, Patch Cables, CBL-1894",PATCH CABLES CBL-1894 100 FT LENGTH 100,UNRESOLVED — needs manual review CBL-1894 Patch Cables,"UNRESOLVED — needs manual review Patch Cables, CBL-1894, 100 ft Length, 100, CAT6, Patch Cable",Patch Cables,,,,,,,,,,,,,,,,,,,,,,,,,,,Patch Cables,Length,100,ft,Beam Distance,100,,Cable Category,CAT6,,Cable Type,Patch Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
