row_index,mfg_part_num,part_desc,brand_e1,brand_unilog,brand_dib,part_manuf,placeholder_flags,coarse_category,is_dishwasher,classification_method
434,PT2-1790,PT2-1790 7.25-IN CIRC SAW 15A CORDED,,,,Makita USA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita USA', '_distributor_code': None, '_distributor_cluster': 'Makita USA'}",Tools > Power Tools > Saws,False,llm-classified
435,LG-1242,LG-1242 56V CORDLESS HEDGE TRIMMER,,,,EGO,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO', '_distributor_code': None, '_distributor_cluster': 'EGO'}",Lawn & Garden > Outdoor Power Equipment > Hedge Trimmers,False,llm-classified
436,VLV-1593,VLV-1593 3/4IN BALL VLV BRZ THD,,,,Eaton Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corporation', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
437,FAS2-1635,FAS2-1635 ANGLE BRACKET ZMAX,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Hardware > Structural Hardware > Brackets,False,llm-classified
438,ADH-1714,ADH-1714 CONSTRUCTION ADHESIVE 9OZ TUBE,,,,Henkel Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corp', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Construction Adhesives > Cartridge Adhesives,False,llm-classified
439,PT-1060,PT-1060 20V MAX CORDLESS IMPACT DRIVER KIT,,,,DeWalt Ind. Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DeWalt Ind. Tool', '_distributor_code': None, '_distributor_cluster': 'DeWalt Ind. Tool'}",Tools > Power Tools > Impact Drivers,False,llm-classified
440,RF-1270,RF-1270 FRENCH DOOR REFRIGERATOR 28 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
441,ADH-1441,ADH-1441 EPOXY 10.1OZ CARTRIDGE,,,,Henkel Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corp', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Epoxy > Cartridge Epoxy,False,llm-classified
442,HV-1262,HV-1262 20X30X1 MERV11 PLEATED FILTR,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Air Filtration > Air Filters,False,llm-classified
443,AU-1360,AU-1360 12V AGM BATTERY GRP 35 775CCA,,,,Interstate,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate', '_distributor_code': None, '_distributor_cluster': 'Interstate'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
444,FAS2-1477,FAS2-1477 JOIST HANGER GALV,,,,Simpson,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson', '_distributor_code': None, '_distributor_cluster': 'Simpson'}",Hardware > Structural Hardware > Joist Hangers,False,llm-classified
445,VLV-1234,"VLV-1234 1/2"" BALL VLV FULL PORT",,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
446,PL-1486,PL-1486 1/2 ELL 90 BRS 150#,,,,Watts Water Technologies,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts Water Technologies', '_distributor_code': None, '_distributor_cluster': 'Watts Water Technologies'}",Plumbing > Fittings & Valves > Pipe Fittings,False,llm-classified
447,DW-1857,DW-1857 BUILT-IN DISHWASHER 39 dBA WHITE,,,,Bosch,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Bosch', '_distributor_code': None, '_distributor_cluster': 'Bosch'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
448,UNK-9001,PT NO ILLEGIBLE SEE PIC,,,,ABC Supply Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'ABC Supply Co', '_distributor_code': None, '_distributor_cluster': 'ABC Supply Co'}",Uncategorized,False,llm-classified
449,BM-1258,BM-1258 5/8IN OSB SUBFLR 4X8 SHEET,,,,Georgia Pacific Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia Pacific Corp', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Building Materials > Plywood & Panels > OSB Panels,False,llm-classified
450,AU-1073,AU-1073 12V AGM BATTERY GRP 24 715CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
451,HT-1862,HT-1862 8in ADJ WRENCH CHROME VANADIUM,,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
452,AB-1785,AB-1785 120GRIT CUTOFF DISC 7in,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Cut-Off Discs,False,llm-classified
453,HV-1964,HV-1964 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Thermostats > Digital Thermostats,False,llm-classified
454,LG-1374,LG-1374 40V CORDLESS HEDGE TRIMMER,,,,EGO Power Plus,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power Plus', '_distributor_code': None, '_distributor_cluster': 'EGO Power Plus'}",Lawn & Garden > Outdoor Power Equipment > Hedge Trimmers,False,llm-classified
455,FAS2-1250,FAS2-1250 ANGLE BRACKET GALV,,,,Simpson Strong-Tie,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong-Tie', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Hardware > Structural Hardware > Brackets,False,llm-classified
456,PL2-1562,PL2-1562 1/2IN CU 90 ELBOW,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
457,PL-1225,PL-1225 1 TEE BRS 150#,,,,Watts,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts', '_distributor_code': None, '_distributor_cluster': 'Watts'}",Plumbing > Fittings & Valves > Pipe Fittings,False,llm-classified
458,VLV-1867,VLV-1867 3/4IN BALL VLV BRZ THD,,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
459,LB-1325,LB-1325 LED FLAT PANEL 2X2 30W 4000K,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Commercial Lighting > LED Flat Panels,False,llm-classified
460,AU-1255,AU-1255 12V AGM BATTERY GRP 65 513CCA,,,,Interstate,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate', '_distributor_code': None, '_distributor_cluster': 'Interstate'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
461,HV-1622,HV-1622 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,,,,Honeywell International,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell International', '_distributor_code': None, '_distributor_cluster': 'Honeywell International'}",HVAC > Thermostats > Digital Thermostats,False,llm-classified
462,AB-1135,"AB-1135 60GRIT CUT-OFF WHL 4""",,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Cut-Off Discs,False,llm-classified
463,UNK-9013,PT NO ILLEGIBLE SEE PIC,,,,Grainger Industrial Supply,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Grainger Industrial Supply', '_distributor_code': None, '_distributor_cluster': 'Grainger Industrial Supply'}",Uncategorized,False,llm-classified
464,PL2-1778,PL2-1778 1/2IN COPPER TEE CXCXC,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
465,VLV-1491,"VLV-1491 1/2"" BALL VLV FULL PORT",,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
466,AB2-1736,AB2-1736 7 IN GRIND WHL A24 TYPE27,,,,Norton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton', '_distributor_code': None, '_distributor_cluster': 'Norton'}",Abrasives > Grinding Wheels > Type 27 Wheels,False,llm-classified
467,TOOL2-1979,TOOL2-1979 M18 IMPACT WRENCH KIT,,,,Milwaukee Electric Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Electric Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Electric Tool'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
468,EL2-1766,EL2-1766 DECORA SWITCH 20A WHITE,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
469,SF2-1612,SF2-1612 NITRILE GLOVE PF MD 50CT,,,,Ansell Limited,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell Limited', '_distributor_code': None, '_distributor_cluster': 'Ansell Limited'}",Safety > Hand Protection > Disposable Gloves,False,llm-classified
470,AB-1269,AB-1269 80GRIT GRINDING WHL 9 in.,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Grinding Wheels > Depressed Center Wheels,False,llm-classified
471,AB2-1578,AB2-1578 9-IN FLAP DISC 40GRIT,,,,Norton Abr.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abr.', '_distributor_code': None, '_distributor_cluster': 'Norton Abr.'}",Abrasives > Sanding Discs > Flap Discs,False,llm-classified
472,VLV-1831,VLV-1831 1/2IN BALL VLV FULL PORT,,,,Eaton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
473,LG-1039,LG-1039 56V CORDLESS LEAF BLOWER,,,,EGO Power+,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power+', '_distributor_code': None, '_distributor_cluster': 'EGO Power+'}",Lawn & Garden > Outdoor Power Equipment > Leaf Blowers,False,llm-classified
474,BM-1228,BM-1228 3/4IN OSB SHEATHING 4X8 SHEET,,,,GP,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GP', '_distributor_code': None, '_distributor_cluster': 'GP'}",Building Materials > Plywood & Panels > OSB Panels,False,llm-classified
475,MW-1109,MW-1109 COUNTERTOP MICROWAVE 1295W,,,,Panasonic Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic Corp', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Kitchen Appliances > Microwaves,False,llm-classified
476,BM-1243,BM-1243 5/8IN OSB SHEATHING 4X8 SHEET,,,,Georgia-Pacific,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia-Pacific', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Building Materials > Plywood & Panels > OSB Panels,False,llm-classified
477,TOOL2-1066,TOOL2-1066 M12 ANGLE GRINDER KIT,,,,Milwaukee Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Tool'}",Tools > Power Tools > Grinders,False,llm-classified
478,HT-1454,HT-1454 10IN ADJUSTABLE WRENCH CHROME VANADIUM,,,,Klein,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein', '_distributor_code': None, '_distributor_cluster': 'Klein'}",Tools > Hand Tools > Wrenches,False,llm-classified
479,LG-1607,LG-1607 40V CORDLESS HEDGE TRIMMER,,,,EGO Power Plus,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power Plus', '_distributor_code': None, '_distributor_cluster': 'EGO Power Plus'}",Lawn & Garden > Outdoor Power Equipment > Hedge Trimmers,False,llm-classified
480,SF-1031,SF-1031 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
481,SF-1646,SF-1646 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
482,VLV-1914,VLV-1914 1IN BALL VLV BRS FIP,,,,Eaton Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corporation', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
483,TOOL2-1555,TOOL2-1555 M12 IMPACT WRENCH KIT,,,,Milwaukee Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Tool'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
484,HV-1759,HV-1759 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,,,,Honeywell Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Inc', '_distributor_code': None, '_distributor_cluster': 'Honeywell Inc'}",HVAC > Controls > Thermostats,False,llm-classified
485,ADH-1217,ADH-1217 SILICONE SEALANT 10.1OZ TUBE,,,,Henkel Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corporation', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Sealants > Silicone Sealants,False,llm-classified
486,AB2-1364,"AB2-1364 4"" FLAP DISC 40GRIT",,,,Norton Abrasives,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abrasives', '_distributor_code': None, '_distributor_cluster': 'Norton Abrasives'}",Abrasives > Coated Abrasives > Flap Discs,False,llm-classified
487,SF2-1075,SF2-1075 NITRILE GLOVE PF SM 100CT,,,,Ansell Limited,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell Limited', '_distributor_code': None, '_distributor_cluster': 'Ansell Limited'}",Safety > Hand Protection > Disposable Gloves,False,llm-classified
488,PT2-1050,PT2-1050 10 in. CIRC SAW 15A CORDED,,,,Makita U.S.A. Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita U.S.A. Inc', '_distributor_code': None, '_distributor_cluster': 'Makita U.S.A. Inc'}",Tools > Power Tools > Circular Saws,False,llm-classified
489,FAS2-1654,FAS2-1654 JOIST HANGER ZMAX,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Fasteners > Structural Fasteners > Joist Hangers,False,llm-classified
490,BM-1184,BM-1184 1/2IN OSB SHEATHING 4X8 SHEET,,,,Georgia Pacific Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia Pacific Corp', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Panels,False,llm-classified
491,RF-1398,RF-1398 SIDE BY SIDE REFRIGERATOR 24 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
492,MW-1421,MW-1421 COUNTERTOP MICROWAVE 1419W,,,,Panasonic Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic Corp', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Small Appliances > Microwaves,False,llm-classified
493,ADH-1939,ADH-1939 SILICONE SEALANT 3OZ CARTRIDGE,,,,Loctite,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Loctite', '_distributor_code': None, '_distributor_cluster': 'Loctite'}",Adhesives > Sealants > Silicone Sealants,False,llm-classified
494,AU-1298,AU-1298 12V AGM BATTERY GRP 24 676CCA,,,,Interstate,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate', '_distributor_code': None, '_distributor_cluster': 'Interstate'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
495,MW-1538,MW-1538 OVER THE RANGE MICROWAVE 1429W,,,,Panasonic Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic Corp', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Large Appliances > Microwaves,False,llm-classified
496,PL-1167,PL-1167 1 UNION BRS 150#,,,,Watts Regulator Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts Regulator Co', '_distributor_code': None, '_distributor_cluster': 'Watts Regulator Co'}",Plumbing > Fittings & Valves > Unions,False,llm-classified
497,LB-1053,LB-1053 LED FLAT PANEL 2X4 50W 5000K,,,,Signify North America,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify North America', '_distributor_code': None, '_distributor_cluster': 'Signify North America'}",Lighting > Commercial Lighting > LED Flat Panels,False,llm-classified
498,MW-1875,MW-1875 COUNTERTOP MICROWAVE 1012W,,,,Panasonic,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Small Appliances > Microwaves,False,llm-classified
499,JN-1921,"JN-1921 24"" MICROFIBER FLAT MOP",,,,Rubbermaid,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid'}",Janitorial > Floor Care > Mops,False,llm-classified
500,PL2-1266,PL2-1266 1IN COPPER TEE CXCXC,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
501,FAS2-1193,FAS2-1193 JOIST HANGER GALV,,,,Simpson Strong-Tie,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong-Tie', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Fasteners > Structural Fasteners > Joist Hangers,False,llm-classified
502,PL2-1784,PL2-1784 3/4IN COPPER TEE CXCXC,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
503,VLV-1580,"VLV-1580 3/4"" BALL VLV BRZ THD",,,,Eaton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
504,TOOL2-1344,TOOL2-1344 M12 ANGLE GRINDER KIT,,,,Milwaukee,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee', '_distributor_code': None, '_distributor_cluster': 'Milwaukee'}",Tools > Power Tools > Angle Grinders,False,llm-classified
505,AB2-1735,AB2-1735 4 in. CUT WHL METAL,,,,Norton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton', '_distributor_code': None, '_distributor_cluster': 'Norton'}",Abrasives > Bonded Abrasives > Cut-Off Wheels,False,llm-classified
506,HT-1366,HT-1366 12in ADJ WRENCH CHROME VANADIUM,,,,Klein Tools Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools Inc', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
507,HV-1417,HV-1417 25X20X1 MERV8 PLEATED FILTR,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Filtration > Air Filters,False,llm-classified
508,LB-1754,LB-1754 LED FLAT PANEL 2X2 40W 5000K,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Commercial Lighting > LED Flat Panels,False,llm-classified
509,PT2-1752,PT2-1752 7.25in CIRC SAW 15A CORDED,,,,Makita U.S.A. Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita U.S.A. Inc', '_distributor_code': None, '_distributor_cluster': 'Makita U.S.A. Inc'}",Tools > Power Tools > Circular Saws,False,llm-classified
510,JN-1145,JN-1145 18 IN MICROFIBER MOP PAD,,,,Rubbermaid Commercial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Commercial', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Mop Pads,False,llm-classified
511,BM-1306,BM-1306 5/8IN OSB SHEATHING 4X8 SHEET,,,,Georgia Pacific Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia Pacific Corp', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Panels,False,llm-classified
512,EL2-1358,EL2-1358 DECORA ROCKER SWITCH 15A WHITE,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
513,PL2-1239,PL2-1239 1IN COPPER TEE CXCXC,,,,NIBCO INC.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'NIBCO INC.', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
514,HV-1241,HV-1241 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,,,,Honeywell International,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell International', '_distributor_code': None, '_distributor_cluster': 'Honeywell International'}",HVAC > Controls > Thermostats,False,llm-classified
515,VLV-1889,"VLV-1889 3/4"" BALL VLV FULL PORT",,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
516,BM-1464,BM-1464 3/4IN OSB SHEATHING 4X8 SHEET,,,,Georgia-Pacific,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia-Pacific', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Panels,False,llm-classified
